1,6000
2,6001
3,6002
4,6003
5,6004
6,6005
7,6006
8,6007
9,6008
10,6009
11,6010
12,6011
13,6012
14,6013
15,6014
16,6015
17,6016
18,6017
19,6018
20,6019
21,6020
22,6021
23,6022
24,6023
25,6024
26,6025
27,6026
28,6027
29,6028
30,6029
31,6030
32,6031
33,6032
34,6033
35,6034
36,6035
37,6036
38,6037
39,6038
40,6039
41,6040
42,6041
43,6042
44,6043
45,6044
46,6045
47,6046
48,6047
49,6048
50,6049
51,6050
52,6051
53,6052
54,6053
55,6054
56,6055
57,6056
58,6057
59,6058
60,6059
61,6060
62,6061
63,6062
64,6063
65,6064
66,6065
67,6066
68,6067
69,6068
70,6069
71,6070
72,6071
73,6072
74,6073
75,6074
76,6075
77,6076
78,6077
79,6078
80,6079
81,6080
82,6081
83,6082
84,6083
85,6084
86,6085
87,6086
88,6087
89,6088
90,6089
91,6090
92,6091
93,6092
94,6093
95,6094
96,6095
97,6096
98,6097
99,6098
100,6099
101,6100
102,6101
103,6102
104,6103
105,6104
106,6105
107,6106
108,6107
109,6108
110,6109
111,6110
112,6111
113,6112
114,6113
115,6114
116,6115
117,6116
118,6117
119,6118
120,6119
121,6120
122,6121
123,6122
124,6123
125,6124
126,6125
127,6126
128,6127
129,6128
130,6129
131,6130
132,6131
133,6132
134,6133
135,6134
136,6135
137,6136
138,6137
139,6138
140,6139
141,6140
142,6141
143,6142
144,6143
145,6144
146,6145
147,6146
148,6147
149,6148
150,6149
151,6150
152,6151
153,6152
154,6153
155,6154
156,6155
157,6156
158,6157
159,6158
160,6159
161,6160
162,6161
163,6162
164,6163
165,6164
166,6165
167,6166
168,6167
169,6168
170,6169
171,6170
172,6171
173,6172
174,6173
175,6174
176,6175
177,6176
178,6177
179,6178
180,6179
181,6180
182,6181
183,6182
184,6183
185,6184
186,6185
187,6186
188,6187
189,6188
190,6189
191,6190
192,6191
193,6192
194,6193
195,6194
196,6195
197,6196
198,6197
199,6198
200,6199
201,6200
202,6201
203,6202
204,6203
205,6204
206,6205
207,6206
208,6207
209,6208
210,6209
211,6210
